user,rating,review,date,clean_review
Muhammad Sibromilsi,5,mudah & lancar,2026-02-27 11:56:08,mudah lancar
Dapur Doraemon,5,"kenapa brimoku layarnya putih sdh di update.nggak bisa di buka,..mohon penjelasannya biasanya aman aman aja",2026-02-27 11:50:37,brimoku layar putih sdh updatenggak di bukamohon jelas biasa aman aman aja
I H,5,trimks sangat membantu.,2026-02-27 11:48:18,trimks sangat bantu
khoritatul Vio'nando,5,memudahkan bertransaksi saya..semoga kedepan lebih baik lagi,2026-02-27 11:47:39,mudah transaksi sayasemoga depan lebih baik
Ramli ramli,5,BRIMO sangat cepat dalam transaksi,2026-02-27 11:45:41,brimo sangat cepat transaksi
Sila,1,pelayanan pengaduan lama. transaksi qris ke akun sendiri. transaksi berhasil saldo terpotong. tapi tidak masuk. pengaduan 14 hari kerja. selesai sebulan. dianggap berhasil dan dana tidak dikembalikan. gak tau kemana dananya.,2026-02-27 11:45:11,layan adu lama transaksi qris akun sendiri transaksi hasil saldo potong masuk adu hari kerja selesai bulan anggap hasil dana tidak kembali gak tau dana
Winda Purwanti,5,proses cepat nggak ribet,2026-02-27 11:41:14,proses cepat ribet
Yayu Safitri,5,"saya sangat senang menggunakan brimo, cepat dan mudah dimanapun dan kapanpun.",2026-02-27 11:39:06,sangat senang guna brimo cepat mudah mana kapan
Manto Su,5,"Karena tidak bisa lagi login di SM-A520F Android 8.0 akhirnya goodby brimo, beralih ke mobile banking sebelah yang masih kompatibel dengan perangkat saya",2026-02-27 11:39:03,tidak lagi login smaf android akhir goodby brimo alih mobile banking belah masih kompatibel perangkat
Mul mulya,5,mantap,2026-02-27 11:38:03,mantap
Rahmat Rurung,5,mantap,2026-02-27 11:30:53,mantap
Rahma Wati,5,sangat puas,2026-02-27 11:30:49,sangat puas
Putra Mei,5,sangat menbantu sekali,2026-02-27 11:21:27,sangat menbantu sekali
Elfrin Silalahi,5,memuaskn,2026-02-27 11:18:21,memuaskn
Daca Suli,5,mantap wajib punya ini mah,2026-02-27 11:18:18,mantap wajib punya mah
Muhammad Fazriansyah,5,oke,2026-02-27 11:17:29,oke
Alam Syah,5,nice,2026-02-27 11:12:41,nice
Sri Mulyati,5,memudahkan dalam berbagai bertransaksi,2026-02-27 11:01:08,mudah bagai transaksi
Didit Triwanto,5,Sangat bermanfaat bagi pengguna brimo,2026-02-27 11:00:30,sangat manfaat guna brimo
Lukman nurhakim Nurhakim,1,"udh ke 5 kli ya brimo gk bisa d gunakan.udh 2 kali k kantor bri buat d benerin,udh normal lgi skrng yg k 5 kli ya gk bisa login..pas d buka cma muncul layar putih aj.",2026-02-27 10:57:24,udh kli brimo gk d gunakanudh kali k kantor bri buat d benerinudh normal lgi skrng yg k kli gk loginpas d buka cma muncul layar putih aj
Bastian Tarigan,5,sangat puas,2026-02-27 10:56:26,sangat puas
Sonah Sonah,5,dengan aplikasi BRI mo sangat membantu dalam transaksi,2026-02-27 10:55:12,aplikasi bri mo sangat bantu transaksi
Sarah Robi,5,tercukupi,2026-02-27 10:52:09,cukup
Nastasya Fitriani,5,sangat membantu,2026-02-27 10:50:58,sangat bantu
EDDY SAPUTRA,5,"sangat membantu sekali, mudah , lancar gk ribet",2026-02-27 10:50:16,sangat bantu sekali mudah lancar gk ribet
DENIAS SAPUTRA,5,"transfer super cepat ,aplikasi brimo goodjob the best",2026-02-27 10:49:39,transfer super cepat aplikasi brimo goodjob the best
Harni Pakelo,5,sangat suka karena mempermudah bertransaksi,2026-02-27 10:44:50,sangat suka mudah transaksi
Muhammad Alfathi aqza,5,mantap,2026-02-27 10:44:03,mantap
Danar R Jakariah,5,bagus,2026-02-27 10:37:51,bagus
Suhar Dina,5,puas,2026-02-27 10:37:48,puas
Lee Cong We,1,Ada yang ngalamin Hal seperti saya gak Pembukaan rekening Susah Kuota Selalu Habis Pendaftaran Brimo Tidak bisa di karenakan harus melakukan pengkinian data Layanan Pengaduan / CS BRi 99% tidak berguna 1% chat di balas Kenapa mau daftar Layanan ini ya Karena BCA tidak menjangkau Area Plosok BCA Lebih Bagus Sebenarnya mulai dari layanan Jauh banget sama ini Sayang nya BCA tidak merata Cuma ada di daerah kota Sedang kan Bri ini di daerah plosok ada cuma gitu yah Pelayanan alakadarnya,2026-02-27 10:36:41,yang ngalamin seperti gak buka rekening susah kuota selalu habis daftar brimo bisa karena laku kini data layan adu cs bri guna chat balas mau daftar layan ya bca jangkau area plosok bca lebih bagus benar mulai layan jauh banget sama sayang nya bca rata cuma di daerah kota sedang kan bri di daerah plosok cuma gitu yah layan alakadarnya
Aris Bandar,4,"aplikasi ini sngat membatu sekali,tapi sayang beberapa kali brimo saya harus login terus,, ini bikin repot",2026-02-27 10:36:37,aplikasi sngat batu sekalitapi sayang beberapa kali brimo harus login terus bikin repot
kahfilas,5,brimo sangat membantu,2026-02-27 10:32:17,brimo sangat bantu
Archi Afdol,5,mantap,2026-02-27 10:32:06,mantap
Andasarkun 12345,4,memudahkan pengiriman,2026-02-27 10:30:52,mudah kirim
Kamaria BBS,5,sangat puas mudah transaksi,2026-02-27 10:27:31,sangat puas mudah transaksi
Wasiati,5,ok,2026-02-27 10:23:41,
rena dewi putri,5,transaksi cepat dan mudah di unit bukit suban,2026-02-27 10:21:56,transaksi cepat mudah unit bukit suban
Ibrahim Putra,5,cepat dan sangat praktis,2026-02-27 10:12:16,cepat sangat praktis
Suryadi Djaidi,5,"bagus, mudah di gunakan",2026-02-27 10:11:44,bagus mudah guna
02_ Almer Istaz Firjatulloh Azaria XI A6,1,punya gw 0 rupiaj mulu njr,2026-02-27 10:09:55,punya gw rupiaj mulu njr
Entis Sutisna,5,praktis,2026-02-27 10:08:59,praktis
hr muslih,4,biaya adminnya mahal,2026-02-27 10:06:58,biaya adminnya mahal
Wiyono Wiyono,5,"prosesnya cepat dan tidak lemot, mantap brimo",2026-02-27 10:05:32,proses cepat tidak lot mantap brimo
Jamal Nurdin,5,bagus aplikasinya banyak,2026-02-27 10:03:21,bagus aplikasi banyak
ChuNenk Pheseck,5,lebih mudah pakai m-bangking,2026-02-27 10:02:49,lebih mudah pakai mbangking
UZUMAKI NARUTO,5,sangat mudah transaksinya dan gratis admin.,2026-02-27 10:02:38,sangat mudah transaksi gratis admin
Adim,5,BRI mantap👍,2026-02-27 10:01:45,bri mantap
Andy Yulianto,5,penggunaan aman dan lancar,2026-02-27 10:00:05,guna aman lancar
Nisa Ul,5,baik sekali,2026-02-27 09:58:45,baik sekali
Eci Cik,5,terimaksih BRImo telah memberi layanan terbaik.,2026-02-27 09:58:16,terimaksih brimo beri layan baik
Tarlim Inspira,5,"penggunaan aplikasi yang mudah, cuma nyari duit buat isi saldonya yang susah😁😁😁😁😁",2026-02-27 09:52:03,guna aplikasi mudah cuma nyari duit buat isi saldo susah
Cintya Ajha,5,Transaksi sangat mudah,2026-02-27 09:51:54,transaksi sangat mudah
wiwie kartika,1,"kenapa gak bisa screenshot layar, menyusahkan kita yg sering transaksi utk Olshop",2026-02-27 09:51:36,gak screenshot layar susah yg sering transaksi utk olshop
teguh iman budi wahono,5,gampang dan cepat,2026-02-27 09:49:12,gampang cepat
Ahmad Hanif Fahruddin,5,bagus,2026-02-27 09:46:41,bagus
Elan Suherlan,5,pelayanan yg bagus baik dan ramah,2026-02-27 09:46:08,layan yg bagus baik ramah
Rizky Febry Yohanes,5,"mohon maaf sebelumnya. saya ganti perangkat, saat akan instal aplikasi baru, tetapi selalu gagal saat verifikasi wajah. bahkan pihak cs bank BRI pun tidak bisa membantu ketika percobaan ketiga kalinya gagal juga. disuruh besok mencoba lagi. jadi saat mau transaksi juga kesulitan. bahkan sampai saat ini saya memberi ulasan, masih belum berhasil juga. sudah 2 Minggu selalu gagal. solusi? TIDAK ADA. hanya disuruh mencoba sendiri sampai bisa. ternyata beginilah kapasitas bank ini....",2026-02-27 09:45:55,mohon maaf belum ganti perangkat akan instal aplikasi baru selalu gagal verifikasi wajah bahkan pihak cs bank bri bantu coba tiga kali gagal suruh besok coba jadi mau transaksi sulit bahkan saat saya beri ulas belum hasil sudah minggu selalu gagal solusi tidak ada suruh coba sendiri bisa nyata begini kapasitas bank
Wawan Key,5,keren brimo,2026-02-27 09:44:09,keren brimo
Muhamad Danial Rubel,5,mantap lah brimo,2026-02-27 09:44:03,mantap lah brimo
Mustofa Ktt,5,lengkap,2026-02-27 09:43:50,lengkap
Faiz Rabbani,1,aplikasi sampah,2026-02-27 09:42:32,aplikasi sampah
Abi Dika,1,potongan nya sbnernya berapa sih brimo ini??? saldo 60ribu tiba² tinggal 26ribu jarak seminggu ....top up pulsa jd nggk bisa,2026-02-27 09:41:55,potong nya sbnernya berapa sih brimo saldo ribu tiba tinggal ribu jarak minggu top up pulsa jd nggk
Adi Sutris,1,"saya kira cuma saya ada kendala susah login ternyata rata² sama... kecewa sama brimo sekarang mau TF, cek saldo aja harus hapus data dulu lalu verifikasi pakai KTP ribet banget dah pokoknya..soalnya sekarang kalau ga gitu gagal terus tiba² keluar sendiri blank.. dulu enak simple sat set",2026-02-27 09:41:45,kira cuma ada kendala susah login nyata rata sama kecewa sama brimo sekarang mau tf cek saldo aja hapus data dulu lalu verifikasi pakai ktp ribet banget dah pokoknyasoalnya sekarang kalau ga gitu gagal terus tiba keluar sendiri blank dulu enak simple sat set
Snow White,1,kecewa banget dengan aplikasinya saat mau digunakan tapi tidak bisa dengan keterangan Selesaikan Panggil Telepon Dulu padahal tidak ada penggunaan telp,2026-02-27 09:39:56,kecewa banget aplikasi mau guna dengan terang selesai panggil telepon dulu padahal tidak ada guna telp
Yosefina Daman,5,mantap,2026-02-27 09:38:30,mantap
archio Techno,5,oke,2026-02-27 09:30:49,oke
Saprol Leon,4,sangat membantu,2026-02-27 09:27:52,sangat bantu
Daeng Ngutta,5,sangat mempermudah dalam melakukan transaksi apapun ⭐⭐⭐⭐⭐,2026-02-27 09:24:23,sangat mudah laku transaksi apa
Okta Viani,5,keren,2026-02-27 09:12:27,keren
Goesarchi,4,Aplikasi mudah sangat membantu,2026-02-27 09:11:58,aplikasi mudah sangat bantu
Kasum Bekasi,5,Aplikasi paling baik banyak di pakai para pengguna apps sejenis.,2026-02-27 09:11:46,aplikasi paling baik banyak pakai guna apps jenis
Elvana Laloan,5,trbaik,2026-02-27 09:06:55,trbaik
Kitri Wahyu,5,keren,2026-02-27 09:06:31,keren
Epik Rosiana,1,gimana sih ini kok blank putih terus sudah puluhan kali harus install ulang !!! ini tak pakek kerja kalau ada keperluan mendadak gini harus verifikasi lagi memakan waktu sekali ... makin payah aja ini brimo!!!!!!!!!!!!!!!,2026-02-27 09:06:16,gimana sih kok blank putih terus puluh kali install ulang tak pakek kerja kalau perlu dadak gin verifikasi makan waktu sekali makin payah aja brimo
Mang Mail,2,kenapa ya Brimo susah banget dibuka malah kembali sendiri masa harus hapus dowload hapus download,2026-02-27 09:02:05,ya brimo susah banget buka malah sendiri masa hapus dowload hapus download
WOM guild,5,"senjak di update ke versi yang sekarang, brimo saya selalu blank putih dan tidak bisa login, harus hapus data dulu baru muncul tampilan login, tolong donk.. masa setiap mau login harus verifikasi pake ktp, wajah, dan sebelum itu hapus data brimonya dulu apa hp saya yang sudah tidak suport untuk versi yang sekarang apa bagaimana untuk versi sebelumnya normal saja tidak ada kendala",2026-02-27 09:00:33,senjak update versi sekarang brimo selalu blank putih tidak login hapus data dulu baru muncul tampil login donk masa mau login verifikasi pake ktp wajah belum hapus data brimonya dulu apa hp tidak suport versi yang sekarang apa bagaimana versi belum normal tidak kendala
Mat Hawan,5,BRI mang terbaik,2026-02-27 08:58:12,bri mang baik
Akhmad Maftuh,5,csnya baik,2026-02-27 08:54:01,csnya baik
Santo Susanto,1,"kenapa ga bisa masuk padahal pasport sama email udah benar , disuruh perpikasi KTP sama wajah gagal terus , harus nunggu 24 jam kecewa kebanyakan di instal terus",2026-02-27 08:51:34,ga masuk padahal pasport sama email udah benar suruh perpikasi ktp sama wajah gagal terus nunggu jam kecewa banyak instal terus
Kartini Labu,5,bagus,2026-02-27 08:50:41,bagus
romania sinx,5,nice,2026-02-27 08:46:22,nice
Aceng Cengos,5,sangat bagus dan sangat membantu jadi apapun transaksi nya pasti jadi lebih mudah,2026-02-27 08:43:07,sangat bagus sangat bantu jadi apa transaksi nya jadi lebih mudah
Baharudin Ege,5,Bagus .. cepat.. memudahkan Nasabah,2026-02-27 08:41:23,bagus cepat mudah nasabah
bulal zahra,5,komplet mudah,2026-02-27 08:39:51,komplet mudah
Andri Saputra,5,makasi BRI atas kemudahan pelayanannya...,2026-02-27 08:38:25,makas bri atas mudah layan
Ega Prasetia,5,mantafffffffffff pokonya ...,2026-02-27 08:38:15,mantafffffffffff poko
Dewi Sartika,5,sangat membantu,2026-02-27 08:37:28,sangat bantu
Eko Bayu,5,"mudah di akses, semoga aman",2026-02-27 08:33:09,mudah akses moga aman
Ade Sarman,5,👍🏿,2026-02-27 08:29:33,
Yatno Kenthut,5,sangat membanu dan bermanfaat bangey,2026-02-27 08:28:09,sangat membanu manfaat bangey
Megawati Bohari,5,ok,2026-02-27 08:27:13,
Frank Harris,5,bikin mudah dalam bertransaksi,2026-02-27 08:20:19,bikin mudah transaksi
Almendo Loiuro,1,kenapa daftar brimo mintaa kode lavde,2026-02-27 08:16:28,daftar brimo mintaa kode lavde
sujono ang,4,sangat mudah sekali,2026-02-27 08:15:52,sangat mudah sekali
Nian Me,5,"halo kak. kenapa yah akhir"" ini brimo gak bisa login udah brpa kali gak bisa",2026-02-27 08:11:20,halo kak yah akhir brimo gak login udah brpa kali gak
IrawatiTayang Irha,5,sangat mempermudah saya dalam bertransaksi,2026-02-27 08:10:41,sangat mudah dalam transaksi
April Dare,5,transaksi lebih mudah,2026-02-27 08:10:11,transaksi lebih mudah
Pan Tek,5,bagus,2026-02-27 08:03:11,bagus
kennedi Saruksuk,5,👍,2026-02-27 07:59:53,
Papatama,4,BagusMbatu,2026-02-27 07:57:39,bagusmbatu
Hendro Heriyatmoko,1,ada apa dengan M.banking BRI ni.. selesai diupdate malah blank layar putih pas dibuka aplikasinya macam aplikasi Bug aja.. tolong diperbaiki ya.... woy tolong diperbaiki.. PAYAH,2026-02-27 07:57:19,apa mbanking bri ni selesai diupdate malah blank layar putih pas buka aplikasi macam aplikasi bug aja baik woy baik payah
Yohanis Yeninar,5,sangat mudah untuk digunakan dan praktis sangat membantu,2026-02-27 07:56:29,sangat mudah guna praktis sangat bantu
Asep Hidayatullah,5,ok,2026-02-27 07:47:22,
Saharuddin Said,5,luarbiasa,2026-02-27 07:46:23,luarbiasa
Wildan Dan,5,sangat baik,2026-02-27 07:44:06,sangat baik
Ecy Cute,5,terimakasih karna sudah memudahkan setiap pembayaran,2026-02-27 07:43:53,terimakasih karna mudah bayar
Junaidi Pongliku,5,bgus,2026-02-27 07:42:30,bgus
Fadil Jpt,5,Bagus jadi mudah pembayaran nya,2026-02-27 07:39:13,bagus jadi mudah bayar nya
Aslam .S,1,"aplikasi brimo buruk,layar putih terus😓😓😓",2026-02-27 07:30:35,aplikasi brimo buruklayar putih terus
Riky Heriadi s,5,keren👍🏼👍🏼👍🏼,2026-02-27 07:19:06,keren
Peri Lombu,5,sangat bagus,2026-02-27 07:17:41,sangat bagus
EGAIER FF,4,lebih bagusan mandiri dari pada memberi🫣cuaksss,2026-02-27 07:06:26,lebih bagus mandiri pada membericuaksss
Ndhe 12,1,setiap mau pake apk nya selalu blank harus uninstal-instal lagi cape banget kalau ada bca d daerah sini udah ganti pake bca kali ya semua nasabah bri,2026-02-27 07:02:09,mau pake apk nya selalu blank uninstalinstal cape banget kalau bca d daerah sini udah ganti pake bca kali semua nasabah bri
Mammy Bakery,3,notifnya sering pending,2026-02-27 07:01:55,notifnya sering pending
Amnd,5,mempermudah transaksi,2026-02-27 06:59:27,mudah transaksi
Lase 0123,5,Aplikasi yang sangat memudahkan Transaksi.👍👍,2026-02-27 06:58:24,aplikasi sangat mudah transaksi
Enjang Nurhadi,5,hemat waktu dan cepat,2026-02-27 06:44:20,hemat waktu cepat
Putri Okta,5,memudahkan transaksi,2026-02-27 06:43:32,mudah transaksi
Aden Hehamony,5,aman-aman utk sementara waktu,2026-02-27 06:41:01,amanaman utk waktu
Samiun Al Faruzzi,5,mantaf,2026-02-27 06:37:45,mantaf
kukuh isa,5,mantap,2026-02-27 06:35:02,mantap
OmKreaS,5,2026 bagus,2026-02-27 06:34:08,bagus
lailatul Maftuhah,5,bagua,2026-02-27 06:29:56,bagua
Nopal L,4,"sering eror ndak bisa masuk aplikasi,masak harus dowload ulang trs..tolong dipperbaiki dong",2026-02-27 06:24:16,sering eror ndak masuk aplikasimasak dowload ulang trstolong dipperbaiki dong
Agung Janez,4,sekarang brimo di hp saya tidak bisa ad keteranga aplikasi tidak kompatibel tolong di rendahi ya biar bisa di hp kentang,2026-02-27 06:24:07,sekarang brimo hp ad keteranga aplikasi tidak kompatibel di rendah biar di hp kentang
Ari1ef,5,cepat dan akurat lamat kok gak ada saldo di dalam wkwkwk,2026-02-27 06:23:46,cepat akurat lamat kok gak saldo dalam wkwkwk
Yadi Kirun,5,memudahkan saya untuk segala transaksi pembayaran,2026-02-27 06:21:14,mudah untuk segala transaksi bayar
Wantini 2349,5,mudah dan hemat waktu,2026-02-27 06:18:38,mudah hemat waktu
Ismaya Algian,5,klik jempol,2026-02-27 06:16:36,klik jempol
Ahmad Damiri,5,"apakah setiap mau buka harus login dulu, gak seperti yang lain nya.",2026-02-27 05:58:07,tiap mau buka login dulu gak yang nya
Pardi Pardi,5,bagus,2026-02-27 05:47:01,bagus
Kata-Kata Bijak Chanel,5,sangat membantu disaat situasi mendesak,2026-02-27 05:34:02,sangat bantu saat situasi desak
Silvia Rahmawaty,5,cepat dan tepa,2026-02-27 05:29:25,cepat tepa
Faizi Gemel,5,good aplikasi brimo,2026-02-27 05:27:05,good aplikasi brimo
Rudy Antoro,5,bagus dan cepat,2026-02-27 05:25:14,bagus cepat
B Kristianto,5,mantap top,2026-02-27 05:11:03,mantap top
Indriani Pitaloka,4,kenapa aplikasi brimo saldo 0. padahal ada uangnya.,2026-02-27 05:06:13,aplikasi brimo saldo padahal uang
Meliana Numur,5,sangat puas.terima kasih.ga pakai ribet transaksinya.,2026-02-27 04:58:51,sangat puasterima kasihga pakai ribet transaksi
Susiati Ningsih,5,mudah,2026-02-27 04:55:44,mudah
Heri Oppo,5,mantap,2026-02-27 04:44:50,mantap
Aminuddin Syah,5,lebih cepat transaksinya..,2026-02-27 04:43:16,lebih cepat transaksi
Wabilal Yuzarsife,5,terbaik,2026-02-27 04:40:53,baik
Idhar Saraju,5,ok,2026-02-27 04:35:37,
Seblak Uci,5,sangat memudahkan bertransaksi saya,2026-02-27 04:32:07,sangat mudah transaksi
Rahmad Muchsin,5,🙏,2026-02-27 04:24:25,
Suindah Munawaroh,5,sangat mudah di gunakan,2026-02-27 04:08:00,sangat mudah guna
Ikram Mancing,5,Transaksi gampang,2026-02-27 03:59:03,transaksi gampang
Harry Tanoo,5,aangat mudah,2026-02-27 03:32:13,aangat mudah
Firman Nurcahya,5,bagus sangat membantu,2026-02-27 03:24:17,bagus sangat bantu
Syauqi Fachriza,1,"awalnya lancar, tp sekarang kalau buka aplikasi selalu muncul layar putih.. apakah jaringan data harus berasal dari no hp yg terdaftar di mbanking atau memang aplikasi nya saja yg jelek? bintang 1 dulu.. krn ternyata banyak yg masalahnya sama",2026-02-27 03:01:23,awal lancar tp sekarang kalau buka aplikasi selalu muncul layar putih jaring data asal no hp yg daftar mbanking memang aplikasi nya yg jelek bintang dulu krn nyata banyak yg masalah sama
Supriadi Supriadi,5,ok,2026-02-27 02:48:27,
muhammad safie,5,sangai baik dan membantu dalam transaksi,2026-02-27 02:39:42,sangai baik bantu transaksi
Evita Putri,2,saya mau login brimontp KTP sy ketingalan soalny smpt saya instal email ada d hp ini no HP jg ada apa bisa ga pake ktp. sidik jari atau wajah,2026-02-27 02:37:18,mau login brimontp ktp sy ketingalan soalny smpt instal email d hp no hp jg apa ga pake ktp sidik jari wajah
Supardi Ardi,5,sangat bagus,2026-02-27 02:19:47,sangat bagus
Mairah mairah,5,sangat memudahkan,2026-02-27 02:04:09,sangat mudah
MasNdut,5,bagus,2026-02-27 01:58:55,bagus
Michael Oktavian,1,"UI-nya jelek, kadang aplikasinya nge-freeze, tiba-tiba log out sendiri dan pas login, disuruh foto KTP lah, face recognition lah. Ribet banget. Masa setiap kali login harus verifikasi dulu. Lebih enak aplikasi sebelah (M*****i). Tinggal finger print, udh log in. Lah ini, udh kayak registrasi pinjol aja.",2026-02-27 01:44:32,uinya jelek kadang aplikasi ngefreeze tibatiba log out sendiri pas login suruh foto ktp lah face recognition lah ribet banget masa kali login verifikasi dulu lebih enak aplikasi belah mi tinggal finger print udh log in lah udh kayak registrasi pinjol aja
Lagut Batubara,5,mantap,2026-02-27 01:31:01,mantap
Moch Salim,5,mudah dan cepat,2026-02-27 01:23:00,mudah cepat
Abdul Basar,5,sangat Membantu. . Tolong Pelayanan nya jaga yaa terhadap Nasabah dan yg tidak nasabah.. karna Rakyat adalah Raja.. 😊😁🙏,2026-02-27 01:22:07,sangat bantu layan nya jaga yaa nasabah yg nasabah karna rakyat raja
Aufa Agusril,5,bagus,2026-02-27 01:16:22,bagus
onigiri,3,sekarang brimo tidak bisa gunakan fast menu untuk transaksi ya?,2026-02-27 01:14:31,sekarang brimo bisa guna fast menu transaksi
Yopie Pratama,5,sangat membantu untuk segala transaksi,2026-02-27 01:03:15,sangat bantu segala transaksi
Rio Rangkuti,5,sukses sllu..,2026-02-27 00:56:58,sukses sllu
Cill,5,sangat baik bagus buat simpan uang ratusan jt,2026-02-27 00:56:40,sangat baik bagus buat simpan uang ratus jt
M. Rizki Maulana,5,"layanan sangat baik, aplikasi sangat disarankan untuk kalian yang tidak mau ribet",2026-02-27 00:54:29,layan sangat baik aplikasi sangat saran kalian tidak mau ribet
ooon dirabok,5,mempermudah hidup manusia dalam bersosialisasi,2026-02-27 00:45:22,mudah hidup manusia sosial
Nurul Azizah,5,cukup,2026-02-27 00:40:19,cukup
Jaelani Jejen,1,"kepada bapa2 dn ibu2 sekalian di seluruh Indonesia.jangan percaya sama aplikasi BRImo ini.ngeribetin.beda sama bank mandiri bank BCA dll.lebih mudah daftar awal cuma satu kali aja.setelah itu tidak daftar LG, langsung bisa di buka kapan dn di mana pun.TIDAK SEPERTI APLIKASI BRIMO.SETIAP BUKA APLIKASI BRIMO MASA HARUS DAFTAR TERUS-TERUSAN.BARU BISA KE BUKA APLIKASI BRIMO NYA.RIBET BANGET.KTP HARUS STENBAY TRUS,GIMANA KLO LG DARURAT TRS KTP NYA HILANG.BERPIKIR SECARA LOGIKA.MENDINGAN APLIKASI Bca",2026-02-27 00:40:07,bapa dn ibu sekali seluruh indonesiajangan percaya sama aplikasi brimo iningeribetinbeda sama bank mandiri bank bca dlllebih mudah daftar awal cuma satu kali ajasetelah tidak daftar lg langsung buka kapan dn di mana puntidak aplikasi brimosetiap buka aplikasi brimo masa daftar terusterusanbaru ke buka aplikasi brimo nyaribet bangetktp stenbay trusgimana klo lg darurat trs ktp nya hilangberpikir logikamendingan aplikasi bca
Sai ri,5,intinya mantap,2026-02-27 00:23:28,inti mantap
Viqin tia,5,cukup bagus,2026-02-27 00:18:16,cukup bagus
Irwan Syah,5,cukup baik,2026-02-27 00:09:20,cukup baik
Mamang Racing,5,saya tidak bisa menggunakan Qris nyaa tolong akuu,2026-02-27 00:08:06,tidak guna qris nyaa akuu
Babahulwan babah,5,Lancar dan mudah,2026-02-27 00:04:45,lancar mudah
Martan Riyandi,5,bagus,2026-02-27 00:02:48,bagus
Benro Sihombing,2,"halo bri, ada potongan dari rekening saya, agf katanya, saya buka di google artinya pemotongan pinjaman, sementara pinjaman saya sudah kulunasi sblm waktunya. mohon petunjuk trima kasih",2026-02-26 23:58:52,halo bri potong rekening agf kata buka google arti potong pinjam pinjam sudah lunas sblm waktu mohon tunjuk trima kasih
Nurikhsan,5,"gue kasih bintang 🌟 5,,,bagus banget nih ,,,tlg dong saldo ngendap nya gede banget 50 Britama,,,kirain cuman 25 rb",2026-02-26 23:34:45,gue kasih bintang bagus banget nih tlg dong saldo ngendap nya gede banget britamakirain cuman rb
Fitriana Wulandari,5,Sangat bermanfaat,2026-02-26 23:34:15,sangat manfaat
VnzyS Mds,5,bagus,2026-02-26 23:26:20,bagus
Atiqa Fairus,5,jadi mudah bertransaksi,2026-02-26 23:11:49,jadi mudah transaksi
Cecep Ramdan,5,Sangat membantu dan memudahkan,2026-02-26 23:09:03,sangat bantu mudah
Jouli Sinolungan,5,mantap,2026-02-26 23:07:02,mantap
Pangeran Sunda,5,mudah dan nyaman,2026-02-26 23:03:46,mudah nyaman
Dwi Wijanarti,5,cepat layanannya,2026-02-26 22:57:41,cepat layan
Syam Jayajaya,5,bagus respon cepat,2026-02-26 22:57:36,bagus respon cepat
Dede Suryono,5,aplikasi gampang digunakan. the best,2026-02-26 22:53:30,aplikasi gampang guna the best
Sulthon Arsyad,5,good,2026-02-26 22:52:47,good
Mustin Darsih,5,"Dengan menggunakan BRImo,proses transaksi jd lebih mudah, dompet tertinggl tdk gundah.",2026-02-26 22:43:49,guna brimoproses transaksi jd lebih mudah dompet tertinggl tdk gundah
Arlina arlina,1,kenapa tidak bisa di install padahal saya mau update,2026-02-26 22:40:42,tidak di install padahal mau update
Bagja Riki,1,kenapah suka pripikasi mulu,2026-02-26 22:38:09,kenapah suka pripikasi mulu
Vanez Bucex,1,"kirain saya aja yang mengalami eror tiap mau buka selalu blank putih,harus hapus data dulu masukin lagi data baru bisa lagi,ribet amat sekarang pakai brimo,tolong keluhan pengguna tuh tanggapi dan perbaiki aplikasinya biar nyaman kembali menggunakan brimo.",2026-02-26 22:37:33,kirain aja alami eror tiap mau buka selalu blank putihharus hapus data dulu masukin data baru lagiribet sekarang pakai brimotolong keluh guna tuh tanggap baik aplikasi biar nyaman guna brimo
Abdur Rozak,5,sangat membantu dan sangat bagus. sluruh urusan bisa di gapai dari mana aja. pokoe mantapp,2026-02-26 22:37:10,sangat bantu sangat bagus sluruh urus di gapai mana aja pokoe mantapp
Tri sora,4,ok,2026-02-26 22:37:04,
Kacang Wangy,5,"bagus, lebih bagus klo gk ada admin",2026-02-26 22:36:38,bagus lebih bagus klo gk admin
Jakfar sodiq,1,"tolong perbaiki aplikasinya bosss, masa selalu blank putih terus, sampaikan kepihak pengembang aplikasinya kak admin, jangan diam saja",2026-02-26 22:34:55,baik aplikasi bosss masa selalu blank putih terus sampai pihak kembang aplikasi kak admin jangan diam
Afriyanti Dewi,5,sangat cepat dan mudah,2026-02-26 22:29:27,sangat cepat mudah
Indryaniii00 Ya,1,"gak rekomendasi, tolong deh kalau rekening gk di apa2in gk usah narik-narik saldo seenaknya, cukup biaya perbulan yang kw potong-potong, ini setiap notif masuk isi saldo mengurang, mana notifnya setiap hari banyak lagi, ini aplikasi penyimpan uang atau aplikasi penghisap uang sih",2026-02-26 22:16:07,gak rekomendasi deh kalau rekening gk apain gk usah nariknarik saldo enak cukup biaya bulan kw potongpotong notif masuk isi saldo kurang mana notifnya tiap hari banyak ini aplikasi simpan uang aplikasi penghisap uang sih
Giman Wagiman,5,"Bagus, Transaksi mudah",2026-02-26 22:12:46,bagus transaksi mudah
Prayoko Ramadhani,5,josjis pokoknya,2026-02-26 22:05:52,josjis pokok
AIMAS TONOY,5,sangat bagus dan luar biasa dibgunakan,2026-02-26 21:52:46,sangat bagus luar biasa dibgunakan
Irfanudin,1,susah login,2026-02-26 21:51:07,susah login
Nely Adrian,5,sangat bagus sangat membantu transaksi,2026-02-26 21:46:30,sangat bagus sangat bantu transaksi
