user,rating,review,date
aji saputra,5,bagus dan cepat gknribet,2026-02-26 20:25:32
A Hasan a,5,bgus,2026-02-26 20:24:02
Eggy Kurniawan,5,menarik dan memudahkan,2026-02-26 20:21:19
Etha Dj,5,sang6 bermanfaat ❤️‍🩹,2026-02-26 20:20:30
Jou Hari,5,gimana cara buka aplikasi Brimo,2026-02-26 20:17:16
Tubing Muslim,4,alhamdulillah proses mudah dan lancar,2026-02-26 20:14:34
Siti Maharani07,4,sejauh ini msih aman blm ada kndala apapun,2026-02-26 20:13:57
Tok Tok,5,keren,2026-02-26 20:08:59
Rudiant CY,5,"Aplikasi mudah digunakan dengan berbagai macam transaksi dalam 1 aplikasi ini sangat bagus, secara tampilan bagus nyaman di mata kedalanya hanya pada sensor sidik jari yang tidak berfungsi saat login tolong diperbaiki. tks",2026-02-26 20:04:41
Ahmad Afandi,1,sudah dua kali ini GK bisa di buka gimana nih bos,2026-02-26 20:01:26
Rahayu Nita,4,"Halo kak,setiap bulan aku harus uninstal ulang aplikasi brimo karena setiap mau buka brimo tidak bisa di buka",2026-02-26 19:58:56
Tuak Messuk,5,"sangat bermanfaat, terimakasih",2026-02-26 19:55:46
Timur Priyono,5,"selamat malam kk, ini yg kesekian kali nya aplikasi brimo saya g bisa dibuka, tolong agar diperbaiki aplikasi nya.",2026-02-26 19:44:04
Irfan Syah,2,"min kenapa masih gak bisa login terus sie,, saya udah berapa kali instal ulang terus,,makin kesini makin parah apk nya",2026-02-26 19:43:47
Loli Pop,5,TOP DAH,2026-02-26 19:41:36
Mogi,5,good,2026-02-26 19:36:53
Mas San,5,sangat membantu,2026-02-26 19:30:59
Ade Mamah,5,sangat membantu sangat bagus,2026-02-26 19:28:55
Adriansyah Bandung,5,aman terpercaya,2026-02-26 19:24:54
Ahmad Fadil,5,mantab,2026-02-26 19:23:56
Imas Rosida,5,transaksi lebih mudah dgn brimo,2026-02-26 19:23:11
Eko Pernandes,5,mantaplah ini apk,2026-02-26 19:17:43
Donal Ariesta,5,oke..,2026-02-26 19:15:07
Kristosaragihlankiago Saragihlankiago,5,sangat bagus dan sangat membantu,2026-02-26 19:14:07
Adit Raditya10,5,mantaaap,2026-02-26 19:13:13
Gita Safira,5,mantab dan nyaman di pakai,2026-02-26 19:13:11
abdul rohim / oim,5,mulus tak ada kendala,2026-02-26 19:12:36
Eni Agustina,1,ini kenapa ya brimo setiap mau log in selalu menampilkan layar putih saya hrus uninstal trus instal ulang trus masuk masih foto ktp dan wajah trus paling bertahan 1 sampai 2 hari akan seperti itu lagi saya capek harus kayak gitu terus apalagi pas mau dipake masa harus unistal terus,2026-02-26 19:08:01
Yan Parma Dani,5,sangat aman dan mudah,2026-02-26 19:07:44
Anton Nurhariyadi,5,bagus,2026-02-26 19:07:41
hasbiallah hasbiallah,5,tanpa nunggu lama lama.....proses berjalan cepat,2026-02-26 19:07:06
iLhammuhammad iiL,5,"Makasih BRIMO, sangat Membantu",2026-02-26 19:06:29
Abian Smart8,5,bagusss cepatt,2026-02-26 19:04:55
Ahmad Anwar,4,mantap,2026-02-26 18:59:41
Hariana Waode,3,"apakah aplikasi ini lagi bermasalah sekarang ya,?kenapa saya tidak bisa buka akunku saya kasih masuk namaku sendiri selalunya salah terus bagaimana coba😴😴",2026-02-26 18:50:04
sigit sutedi,5,sangat membantu dan praktis,2026-02-26 18:48:52
Agus Nugroho,5,brimo bermanfaat untuk umat,2026-02-26 18:47:48
Putra Pratama,5,jos,2026-02-26 18:46:46
Khisna alimin,5,puasa banget,2026-02-26 18:44:49
Muslimah Harahap,5,sangat mudah digunakan,2026-02-26 18:37:28
amur ganz,1,saldo saya kesedot sendiri pandhal ga ngelakuin transaksi apa apa,2026-02-26 18:30:13
Firdaus Daus,5,saya sangat puas dengan ada nya brimo,2026-02-26 18:26:46
Hamzah Nur,5,Aplikasi perbankan khususnya BRI yang memudahkan nasabah dalam bertransaksi,2026-02-26 18:24:53
WIL DAN,5,good,2026-02-26 18:24:17
Angger Putra,5,ok,2026-02-26 18:22:02
Ahmad Sam,5,ok mantap,2026-02-26 18:04:20
Ewwin Ewwin,1,kenapa brimo saya tidak bisa di akses ini min!!!!!!!!,2026-02-26 18:02:30
McllAnatasya,5,mantap,2026-02-26 18:02:09
Khoirul Fahmi Nazar,4,kadang eror,2026-02-26 17:54:23
Mohammad Tegar Kharissidqi,1,"terlalu sering maintenance di jam-jam sibuk. mungkin oke kalo maintenance di jam orang tidur, tapi sering kejadian pada pagi, siang dan sorenya",2026-02-26 17:52:54
Ocik Ahmad,1,"sudah berkali² mau log in brimo ngeblank cuman layar putih, dan saya harus berkali² pula uninstal lalu instal lagi agar bisa kembali akses aplikasi brimo ini, mana ribet pula harus verifikasi e-ktp dan wajah. ribet amat pakai aplikasi bank negara seribet negaranya.",2026-02-26 17:52:42
Adik Aprilia Karisma,4,hallo kenapa kadang tidak bisa buat bayar pakai qris,2026-02-26 17:49:42
Adhiet 007,2,buruk,2026-02-26 17:42:06
Techno Pamunkas,5,pengalaman pertama sangat baik,2026-02-26 17:40:10
Idzridzradz,5,aplikasi nya bagus cepat dan mudah,2026-02-26 17:35:36
Acep Siswanto,5,mempermudah transaksi.,2026-02-26 17:29:29
B F,1,BRI B4BI,2026-02-26 17:25:24
Krisnairawan MV,4,kenapa bank sahabat sampoerna tidak ada di daftar transfer ya padahal dulu ada?,2026-02-26 17:23:27
Dlazzing Com,5,mantap,2026-02-26 17:21:31
San Jaya,5,sangat bermanfaat dan mudah bertransaksi,2026-02-26 17:20:39
Haikallz chanel,5,ok,2026-02-26 17:19:30
Mohammad Ferdiyansyah,5,sangat bagus saya suka dan sangat membantu untuk transfer uang,2026-02-26 17:14:57
Nur Haida,5,aku Bru pertama menggunakan brimo Alhamdulillah sangat membantu bgett dan sgat puas,2026-02-26 17:09:31
Azriel Alvaro,5,ok,2026-02-26 17:09:25
reski harmi,2,brimo saya error jika login lansun blan puti,2026-02-26 17:01:53
kabul tohari,5,sangat luar biasa,2026-02-26 16:58:47
Bambang Santoso,1,"setiap saya mau masuk ke brimo itu harus verifikasi dua langkah ribet lama setiap mau masuk malah kaya buat rekening baru, harus pas poto verifikasi nomer hufff bug apa ini",2026-02-26 16:58:10
Matias Anditias,5,aplikasinya sangat membantu mudah dioperasikan,2026-02-26 16:56:47
supri,5,hallo kak kenapa ya hari ini gak bisa log in,2026-02-26 16:46:27
Lismala Yanti,4,"cepat,..mudah. ok",2026-02-26 16:43:09
Suci Winarti,5,baik,2026-02-26 16:42:59
Rafathan Aflahul2025,5,puas,2026-02-26 16:40:57
Wayan Ani,5,baguss,2026-02-26 16:38:06
Firdaus,5,👍👍👍👍👍,2026-02-26 16:35:16
titus karebet,1,tolong bugnya di bersihin dong. masa sdh verifikasi ke cs. udh clear sukses. mau login gagal verifikasi??,2026-02-26 16:26:33
Ansgarya Dwifani Maharya,5,ok,2026-02-26 16:24:20
Lalu Amrullah,3,"hallo,gimana sih ini apk nya... padahal udah banyak kali verifikasi foto nya,kok ngga bisa bisa sih?... tolong dong",2026-02-26 16:21:28
Zai Dodi,4,"dak ngerti ape masalah Nye baru nak lemak transaksi eee lahh error pule putihhh saje terus keluar..,",2026-02-26 16:19:55
anandakarya 1972,5,"sangat membantu dalam proses pembayaran Listrik,BPJS, spy Later dan belanja pakai qris dll.",2026-02-26 16:16:08
M. Alfarizi,5,"sangat memuaskan ,, simpel , praktis , dan gak ribet",2026-02-26 16:15:55
Irwansyah 16,5,sangat memuaskan 👍🏻👍🏻,2026-02-26 16:14:23
Maman Mulyana,1,di hp saya ko gak bisa kebuka kadang kebuka kadang gak...cape unistal dan istal lagi...,2026-02-26 16:13:51
Irwan egyshell,5,bagusss,2026-02-26 16:05:37
Dimas Prayoga,5,Memudahkan,2026-02-26 15:54:40
Vempy Syah,5,cepat,2026-02-26 15:54:16
Erlangga Ananta,5,bagus,2026-02-26 15:52:39
Anasrullah,5,alhamdulillah sangat membantu saat ada transaksi yg harus segera di lakukan. dan giat giat lainnyg memerlukan dana.terimakasih brimo😀👍👍,2026-02-26 15:50:55
Simon Manulang,2,sangat bagus,2026-02-26 15:48:21
Lestari Ekajoni,5,Terimakasih atas brimo,2026-02-26 15:36:04
Arya Bentar,5,mantap,2026-02-26 15:33:46
"Emi ,",5,sangat berfungsi sekali,2026-02-26 15:33:46
Suwinda Ucok,5,mantap & aplikasi mantap,2026-02-26 15:28:48
Ujang Ujang,5,puas dengan layanan brimo,2026-02-26 15:27:25
Riko Ofriadi,1,"aplikasinya jelek, sering gangguan, lihat mutasi rek saja tidak bisa",2026-02-26 15:25:54
Ariep Gacheng,5,bagus,2026-02-26 15:22:15
Omar Abdalla,5,keren,2026-02-26 15:21:59
rachmad sholeh,5,bagus,2026-02-26 15:19:52
Rusty Nur Anjani,5,transaksi lebih cepat,2026-02-26 15:18:15
Luluk Ifadatul Ummah,5,stabil.dan mudah,2026-02-26 15:15:43
Supardi Nisa,5,mantap & luar biasa,2026-02-26 15:15:28
Aidil Setiawan,5,terbaik lah,2026-02-26 15:14:49
Dr Bodykit,5,nice,2026-02-26 15:08:44
Tri Ayuningsih,4,memudahkan,2026-02-26 15:04:17
ivan tea,5,terbaik,2026-02-26 15:03:05
Henie Belkaaf,4,pada awalnya lancar dan baik-baik saja. akhir-akhir ini sangat merepotkan. setiap membuka apk brimo untuk login harus verifikasi e-ktp dan wajah. mohon untuk segera diperbaiki.,2026-02-26 15:00:45
Edi Umar,5,aplikasinya bagus banget saya sangat suka mempermudah saya bertransaksi antar bank BRI terbaik...❤️❤️❤️❤️🙏🙏🙏🙏.,2026-02-26 14:59:59
Fahmi Bahrul,5,baguss,2026-02-26 14:57:07
Yoni Resmita,5,the best,2026-02-26 14:53:39
Haerudin Udin,5,sangat mantap dan membantu sekali,2026-02-26 14:52:28
Rizzky Aja,1,baru mau coba brimo mau masuk daftarnya udah kaya mau pinjol aja...klu BCA mobile hanya masukan 16 angka di ATM dapat SMS konfirmasi otp selesai ga pake ribet,2026-02-26 14:52:13
Yuyu Cell,5,mudah dan cepat,2026-02-26 14:51:29
Dede Husada,5,bagsu,2026-02-26 14:50:01
saepul anwar,5,mantappp,2026-02-26 14:47:47
Gali Leo,5,bagus,2026-02-26 14:40:38
Aziray Aziz,2,update mutasi nya lama,2026-02-26 14:40:26
Zebua Subur,1,kenapa susah kali ngetik pas daftar padahal HP baru suka dobel huruf,2026-02-26 14:40:18
Kahfi Prana Izza,5,luar biasa,2026-02-26 14:35:52
Siti Komariyah,5,sangat memudahkan tks bri,2026-02-26 14:32:36
Yudi Guest,4,mempermudah segala sesuatu,2026-02-26 14:24:46
suhartini cans,5,mantap,2026-02-26 14:22:00
Bayu Asmoro agung,5,mempermudah transaksi,2026-02-26 14:19:32
Kaka Jemz,5,bagus,2026-02-26 14:08:44
ainun nadifah,1,aplikasinya selalu ngelag layar putih .sudah kirim email tdk direspon . .,2026-02-26 14:04:35
Yudha Eka Kristiawan,5,oke,2026-02-26 14:00:15
LIIN,5,mempermudah. untuk harga paket mohon di perhatikan lagi. ko mahal banget yah.,2026-02-26 13:59:52
Rudi,5,mantap luar biasa,2026-02-26 13:59:16
Kecrok miber,5,sangat memuaskan,2026-02-26 13:57:33
Dananjaya Pecel Lele,5,cepat mudah dan aman,2026-02-26 13:56:35
Norman Omar,1,"kenapa setiap kali masuk harus verifikasi otp , foto ktp, dan foto wajah, setiap kali masuk tidak hanya 1 2 3 kali, tapi setiap ingin buka aplikasi brimo, kendala ini mulai sejak update aplikasi ke versi terbaru sekarang ini, mohon tim developer bisa memperbaiki part ini",2026-02-26 13:54:34
tutik handayani,5,mantap sangat membantu.,2026-02-26 13:51:25
Inam malik,5,oke,2026-02-26 13:45:47
Elvano Syabana,5,alhamdulilah lebih mudah dan praktis,2026-02-26 13:45:40
yan dhiz,5,🙏👍,2026-02-26 13:44:09
Celvin deo pratama,5,ok,2026-02-26 13:43:41
ZEROO GAMING,5,sangat memuaskan,2026-02-26 13:39:25
Eti Sartika,5,"aplikasi palinggggg bagussssss, thank you",2026-02-26 13:37:34
Hery1987 Enjose,5,😔,2026-02-26 13:36:38
SARIPUDIN 03,4,kasih bintang 4 dulu karna nge bug truss ini apk nya,2026-02-26 13:35:57
Ubi Cilembu,5,top,2026-02-26 13:35:13
Dimas Sianipar,5,mantap,2026-02-26 13:33:32
zulhanadi st,5,mudah digunakan,2026-02-26 13:30:21
Sheyrin Karundeng,5,bagus,2026-02-26 13:28:47
Mardison,1,gimana ini apk nya pas saya buka aplikasi nya warna biru lansung ngebleng berubah warna putih dan tidak bisa di bukaaa tolonggg bantuannya cepat!!,2026-02-26 13:27:23
vino bita,5,sangat membantu dan berguna,2026-02-26 13:26:31
Agus Susanto,5,lebih simple dan praktis,2026-02-26 13:24:27
Suyono Bwi,5,sangat mudah dan nyaman,2026-02-26 13:22:06
Zenin,5,pengalaman puas,2026-02-26 13:20:58
